loan_id,n_inst,n_obs,on_time_rate,early_rate,late_rate,mean_delay,exposure,max_delay,first_delinq_k,first_delinq_frac,return_to_current_k,re_delinq_k,ever_delinq,n_unpaid,year,status,outcome,plan_len,purpose_len,amount,duration,rate,gender,age,job,income,expend,disposable,past_ordinary,past_early,past_late,past_overdue,past_loss,in_sample,inc17,exp17,disp17,capacity,amt_won,dur_m,req_pay,req_avg,pcg_abs,pcg_ratio,pcg_over,pcg_abs_avg
B151029-1,14,14,0.9286,0.3571,0.0714,0.071,1,1,4.0,0.286,5.0,,1,0,2015,정상종료,완납,771,870,400만원,21개월,0.25,여자,41세,보험설계사,2200000.0,2070000.0,,75.0,26.0,10.0,1.0,0.0,1,2200000.0,2070000.0,130000.0,130000.0,4000000.0,21.0,273809.5238095238,234126.9841269841,143809.5238095238,2.106227106227106,1.0,104126.98412698411
B151029-5,9,9,1.0,0.2222,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,42,137,100만원,9개월,0.25,남자,58세,사무직,3970000.0,3160000.0,,30.0,11.0,20.0,0.0,0.0,1,3970000.0,3160000.0,810000.0,810000.0,1000000.0,9.0,131944.44444444444,122685.18518518518,-678055.5555555555,0.16289437585733882,0.0,-687314.8148148148
B151102-6,9,9,0.8889,0.5556,0.1111,0.111,1,1,8.0,0.889,9.0,,1,0,2015,정상종료,완납,840,636,200만원,12개월,0.25,여자,37세,기타,2200000.0,2020000.0,,28.0,12.0,42.0,5.0,0.0,1,2200000.0,2020000.0,180000.0,180000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,28333.333333333314,1.1574074074074072,1.0,9236.111111111095
B151102-7,6,6,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,532,369,750만원,24개월,0.25,여자,46세,콜센터,2300000.0,1850000.0,,95.0,76.0,2.0,0.0,0.0,1,2300000.0,1850000.0,450000.0,450000.0,7500000.0,24.0,468750.0,393880.2083333333,18750.0,1.0416666666666667,1.0,-56119.791666666686
B151104-2,19,18,1.0,0.5556,0.0,61.105,1161,1161,13.0,0.684,14.0,,1,1,2015,연체중,손실,1228,1154,800만원,24개월,0.25,남자,52세,운전직,5220000.0,4380000.0,,75.0,66.0,0.0,0.0,0.0,1,5220000.0,4380000.0,840000.0,840000.0,8000000.0,24.0,500000.0,420138.8888888889,-340000.0,0.5952380952380952,0.0,-419861.1111111111
B151104-5,6,6,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,277,117,100만원,6개월,0.25,남자,40세,기술직,2500000.0,1250000.0,,25.0,6.0,1.0,0.0,0.0,1,2500000.0,1250000.0,1250000.0,1250000.0,1000000.0,6.0,187500.0,178819.44444444444,-1062500.0,0.15,0.0,-1071180.5555555555
B151105-2,12,12,0.5833,0.1667,0.4167,0.583,7,3,5.0,0.417,6.0,7.0,1,0,2015,정상종료,완납,106,191,100만원,12개월,0.25,남자,39세,기타,2600000.0,1930000.0,,15.0,5.0,9.0,0.0,0.0,1,2600000.0,1930000.0,670000.0,670000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-565833.3333333334,0.15547263681592038,0.0,-575381.9444444445
B151106-4,6,6,0.0,0.0,1.0,3.333,20,4,1.0,0.167,,,1,0,2015,정상종료,완납,47,136,100만원,6개월,0.25,여자,50세,사무직,1300000.0,940000.0,,,,,,,1,1300000.0,940000.0,360000.0,360000.0,1000000.0,6.0,187500.0,178819.44444444444,-172500.0,0.5208333333333334,0.0,-181180.55555555556
B151109-2,5,5,0.0,0.0,1.0,36.8,184,91,1.0,0.2,,,1,0,2015,연체중,손실,329,658,200만원,12개월,0.25,여자,41세,사무직,3100000.0,2200000.0,,3.0,0.0,6.0,1.0,0.0,1,3100000.0,2200000.0,900000.0,900000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-691666.6666666667,0.23148148148148145,0.0,-710763.8888888889
B151110-1,2,2,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,339,280,300만원,24개월,0.25,남자,51세,공공기관,3500000.0,2960000.0,,68.0,49.0,27.0,0.0,0.0,1,3500000.0,2960000.0,540000.0,540000.0,3000000.0,24.0,187500.0,157552.08333333334,-352500.0,0.3472222222222222,0.0,-382447.9166666666
B151110-3,3,3,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,279,272,100만원,9개월,0.25,남자,36세,기술직,2100000.0,1440000.0,,53.0,46.0,0.0,0.0,0.0,1,2100000.0,1440000.0,660000.0,660000.0,1000000.0,9.0,131944.44444444444,122685.18518518518,-528055.5555555555,0.1999158249158249,0.0,-537314.8148148148
B151112-1,12,12,0.0833,0.0,0.9167,7.167,86,13,1.0,0.083,6.0,7.0,1,0,2015,정상종료,완납,270,643,200만원,12개월,0.25,여자,45세,생산직,2650000.0,2440000.0,,,,,,,1,2650000.0,2440000.0,210000.0,210000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-1666.666666666686,0.992063492063492,0.0,-20763.888888888905
B151114-1,9,9,0.8889,0.4444,0.1111,0.111,1,1,4.0,0.444,5.0,,1,0,2015,정상종료,완납,813,1616,300만원,24개월,0.25,여자,52세,기타,4500000.0,3680000.0,,36.0,10.0,6.0,0.0,0.0,1,4500000.0,3680000.0,820000.0,820000.0,3000000.0,24.0,187500.0,157552.08333333334,-632500.0,0.22865853658536586,0.0,-662447.9166666666
B151116-4,8,8,0.625,0.5,0.375,12.0,96,92,6.0,0.75,,,1,0,2015,연체중,손실,90,363,200만원,9개월,0.25,여자,43세,기타,4400000.0,3940000.0,,,,,,,1,4400000.0,3940000.0,460000.0,460000.0,2000000.0,9.0,263888.8888888889,245370.3703703704,-196111.11111111112,0.5736714975845411,0.0,-214629.6296296296
B151116-5,12,12,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,102,300,150만원,12개월,0.25,남자,49세,공공기관,4600000.0,3760000.0,,44.0,3.0,1.0,0.0,0.0,1,4600000.0,3760000.0,840000.0,840000.0,1500000.0,12.0,156250.0,141927.08333333334,-683750.0,0.18601190476190477,0.0,-698072.9166666666
B151116-6,11,11,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,279,520,600만원,24개월,0.25,남자,46세,사무직,1700000.0,1660000.0,,88.0,82.0,0.0,0.0,0.0,1,1700000.0,1660000.0,40000.0,40000.0,6000000.0,24.0,375000.0,315104.1666666667,335000.0,9.375,1.0,275104.1666666667
B151117-2,12,12,1.0,0.5833,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,94,482,200만원,12개월,0.25,남자,53세,생산직,2800000.0,1920000.0,,53.0,25.0,13.0,0.0,0.0,1,2800000.0,1920000.0,880000.0,880000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-671666.6666666667,0.23674242424242423,0.0,-690763.8888888889
B151118-4,10,10,0.9,0.2,0.1,0.1,1,1,4.0,0.4,5.0,,1,0,2015,정상종료,완납,319,340,400만원,24개월,0.25,남자,50세,기술직,2300000.0,2090000.0,,48.0,12.0,29.0,0.0,0.0,1,2300000.0,2090000.0,210000.0,210000.0,4000000.0,24.0,250000.0,210069.44444444444,40000.0,1.1904761904761905,1.0,69.44444444443798
B151124-1,3,3,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,71,346,100만원,12개월,0.25,남자,49세,서비스업,3000000.0,1790000.0,,30.0,29.0,2.0,0.0,0.0,1,3000000.0,1790000.0,1210000.0,1210000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-1105833.3333333333,0.08608815426997245,0.0,-1115381.9444444445
B151125-3,9,9,0.0,0.0,1.0,23.778,214,91,1.0,0.111,,,1,0,2015,연체중,손실,179,799,300만원,15개월,0.25,남자,37세,영업직,3100000.0,2230000.0,,4.0,1.0,5.0,3.0,0.0,1,3100000.0,2230000.0,870000.0,870000.0,3000000.0,15.0,262500.0,233333.3333333333,-607500.0,0.3017241379310345,0.0,-636666.6666666667
B151130-1,12,12,0.8333,0.0,0.1667,0.25,3,2,5.0,0.417,6.0,8.0,1,0,2015,정상종료,완납,46,142,100만원,12개월,0.25,여자,39세,공공기관,2200000.0,2110000.0,,,,,,,1,2200000.0,2110000.0,90000.0,90000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,14166.666666666657,1.1574074074074072,1.0,4618.055555555562
B151130-2,4,4,1.0,0.25,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,437,501,200만원,12개월,0.25,여자,43세,기타,3400000.0,2750000.0,,38.0,18.0,1.0,0.0,0.0,1,3400000.0,2750000.0,650000.0,650000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-441666.6666666667,0.3205128205128205,0.0,-460763.8888888889
B151202-2,7,7,0.0,0.0,1.0,28.714,201,92,1.0,0.143,,,1,0,2015,손실(상환완료),손실,500,865,150만원,12개월,0.25,여자,39세,사무직,2570000.0,2340000.0,,,,,,,1,2570000.0,2340000.0,230000.0,230000.0,1500000.0,12.0,156250.0,141927.08333333334,-73750.0,0.6793478260869565,0.0,-88072.91666666666
B151203-1,4,4,1.0,0.25,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,130,111,150만원,12개월,0.25,여자,32세,사무직,1200000.0,630000.0,,30.0,17.0,6.0,0.0,0.0,1,1200000.0,630000.0,570000.0,570000.0,1500000.0,12.0,156250.0,141927.08333333334,-413750.0,0.2741228070175439,0.0,-428072.9166666666
B151203-3,18,17,1.0,0.5882,0.0,64.944,1169,1169,12.0,0.667,13.0,,1,1,2015,연체중,손실,651,196,950만원,24개월,0.25,여자,43세,사무직,2800000.0,2460000.0,,90.0,74.0,1.0,0.0,0.0,1,2800000.0,2460000.0,340000.0,340000.0,9500000.0,24.0,593750.0,498914.9305555555,253750.0,1.7463235294117647,1.0,158914.9305555555
B151204-1,4,4,1.0,0.5,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,352,555,150만원,9개월,0.25,남자,50세,사무직,2700000.0,2280000.0,,23.0,8.0,8.0,0.0,0.0,1,2700000.0,2280000.0,420000.0,420000.0,1500000.0,9.0,197916.66666666663,184027.77777777772,-222083.33333333337,0.4712301587301586,0.0,-235972.22222222228
B151204-5,24,24,0.2917,0.0417,0.7083,17.708,425,30,8.0,0.333,,,1,0,2015,정상종료,완납,99,261,300만원,24개월,0.25,여자,51세,사무직,4300000.0,3390000.0,,15.0,9.0,9.0,9.0,0.0,1,4300000.0,3390000.0,910000.0,910000.0,3000000.0,24.0,187500.0,157552.08333333334,-722500.0,0.20604395604395603,0.0,-752447.9166666666
B151207-1,4,4,0.75,0.0,0.25,22.75,91,91,4.0,1.0,,,1,0,2015,연체중,손실,375,824,150만원,12개월,0.25,남자,44세,기술직,3800000.0,3450000.0,,,,,,,1,3800000.0,3450000.0,350000.0,350000.0,1500000.0,12.0,156250.0,141927.08333333334,-193750.0,0.44642857142857145,0.0,-208072.91666666666
B151207-2,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2015,연체중,손실,162,246,100만원,6개월,0.25,남자,42세,기타,5000000.0,2240000.0,,,,,,,1,5000000.0,2240000.0,2760000.0,2760000.0,1000000.0,6.0,187500.0,178819.44444444444,-2572500.0,0.06793478260869565,0.0,-2581180.5555555555
B151207-3,12,12,0.25,0.0,0.75,18.5,222,130,2.0,0.167,3.0,5.0,1,0,2015,정상종료,완납,133,605,200만원,12개월,0.25,남자,35세,서비스업,3500000.0,2240000.0,,,,,,,1,3500000.0,2240000.0,1260000.0,1260000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-1051666.6666666667,0.16534391534391532,0.0,-1070763.888888889
B151207-4,15,15,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,93,341,500만원,15개월,0.25,남자,45세,서비스업,12000000.0,9340000.0,,79.0,11.0,5.0,0.0,0.0,1,12000000.0,9340000.0,2660000.0,2660000.0,5000000.0,15.0,437500.0,388888.8888888889,-2222500.0,0.16447368421052633,0.0,-2271111.111111111
B151208-1,18,18,1.0,0.1111,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,205,1165,500만원,24개월,0.25,여자,48세,사무직,4050000.0,3550000.0,,86.0,34.0,5.0,0.0,0.0,1,4050000.0,3550000.0,500000.0,500000.0,5000000.0,24.0,312500.0,262586.8055555556,-187500.0,0.625,0.0,-237413.19444444438
B151210-4,3,3,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,253,582,200만원,6개월,0.25,남자,40세,서비스업,2160000.0,1200000.0,,18.0,7.0,10.0,0.0,0.0,1,2160000.0,1200000.0,960000.0,960000.0,2000000.0,6.0,375000.0,357638.8888888889,-585000.0,0.390625,0.0,-602361.1111111111
B151211-1,11,11,0.2727,0.1818,0.7273,3.091,34,11,1.0,0.091,2.0,3.0,1,0,2015,정상종료,완납,157,830,200만원,12개월,0.25,남자,51세,일용직,3350000.0,3160000.0,,,,,,,1,3350000.0,3160000.0,190000.0,190000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,18333.333333333314,1.0964912280701753,1.0,-763.8888888889051
B151212-1,4,4,0.25,0.0,0.75,33.5,134,91,2.0,0.5,,,1,0,2015,연체중,손실,361,747,250만원,12개월,0.25,여자,40세,기타,2500000.0,1980000.0,,,,,,,1,2500000.0,1980000.0,520000.0,520000.0,2500000.0,12.0,260416.6666666667,236545.1388888889,-259583.3333333333,0.500801282051282,0.0,-283454.8611111111
B151212-2,6,6,0.6667,0.0,0.3333,15.667,94,92,5.0,0.833,,,1,0,2015,연체중,손실,278,629,100만원,9개월,0.25,남자,63세,보험설계사,2500000.0,1930000.0,,,,,,,1,2500000.0,1930000.0,570000.0,570000.0,1000000.0,9.0,131944.44444444444,122685.18518518518,-438055.55555555556,0.23148148148148148,0.0,-447314.81481481483
B151215-1,7,7,0.7143,0.0,0.2857,13.429,94,92,1.0,0.143,2.0,7.0,1,0,2015,연체중,손실,160,611,150만원,9개월,0.25,남자,45세,사무직,4100000.0,3090000.0,,,,,,,1,4100000.0,3090000.0,1010000.0,1010000.0,1500000.0,9.0,197916.66666666663,184027.77777777772,-812083.3333333334,0.19595709570957093,0.0,-825972.2222222222
B151216-2,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,84,326,100만원,12개월,0.25,여자,41세,사무직,1200000.0,1100000.0,,57.0,53.0,0.0,0.0,0.0,1,1200000.0,1100000.0,100000.0,100000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,4166.666666666657,1.0416666666666665,1.0,-5381.944444444438
B151216-5,20,19,1.0,0.5263,0.0,57.5,1150,1150,12.0,0.6,13.0,,1,1,2015,연체중,손실,693,435,1000만원,24개월,0.25,여자,40세,기술직,2800000.0,2380000.0,,98.0,84.0,3.0,0.0,0.0,1,2800000.0,2380000.0,420000.0,420000.0,10000000.0,24.0,625000.0,525173.6111111111,205000.0,1.4880952380952381,1.0,105173.61111111112
B151219-2,3,3,0.0,0.0,1.0,38.333,115,92,1.0,0.333,,,1,0,2015,연체중,손실,333,307,150만원,9개월,0.25,남자,41세,일용직,3000000.0,2090000.0,,,,,,,1,3000000.0,2090000.0,910000.0,910000.0,1500000.0,9.0,197916.66666666663,184027.77777777772,-712083.3333333334,0.21749084249084244,0.0,-725972.2222222222
B151221-1,12,12,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,102,365,200만원,12개월,0.25,여자,31세,기타,1300000.0,740000.0,,,,,,,1,1300000.0,740000.0,560000.0,560000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-351666.6666666667,0.3720238095238095,0.0,-370763.8888888889
B151221-2,10,10,0.6,0.1,0.4,0.8,8,3,1.0,0.1,2.0,4.0,1,0,2015,정상종료,완납,173,689,100만원,12개월,0.15,남자,34세,사무직,2200000.0,1990000.0,,,,,,,1,2200000.0,1990000.0,210000.0,210000.0,1000000.0,12.0,95833.33333333331,90104.16666666666,-114166.66666666669,0.4563492063492063,0.0,-119895.83333333334
B151221-3,6,6,0.5,0.3333,0.5,16.833,101,92,4.0,0.667,,,1,0,2015,연체중,손실,206,572,150만원,9개월,0.25,남자,45세,기술직,3000000.0,2290000.0,,,,,,,1,3000000.0,2290000.0,710000.0,710000.0,1500000.0,9.0,197916.66666666663,184027.77777777772,-512083.3333333334,0.2787558685446009,0.0,-525972.2222222222
B151222-2,14,14,0.7857,0.7143,0.2143,0.857,12,10,3.0,0.214,4.0,7.0,1,0,2015,정상종료,완납,164,502,600만원,24개월,0.25,여자,44세,증권사,3300000.0,2320000.0,,84.0,58.0,16.0,0.0,0.0,1,3300000.0,2320000.0,980000.0,980000.0,6000000.0,24.0,375000.0,315104.1666666667,-605000.0,0.3826530612244898,0.0,-664895.8333333333
B151227-1,15,15,1.0,0.7333,0.0,0.0,0,0,,,,,0,0,2015,정상종료,완납,232,408,300만원,15개월,0.25,남자,50세,서비스업,8000000.0,5140000.0,,,,,,,1,8000000.0,5140000.0,2860000.0,2860000.0,3000000.0,15.0,262500.0,233333.3333333333,-2597500.0,0.09178321678321678,0.0,-2626666.6666666665
B151228-3,6,6,0.1667,0.0,0.8333,33.5,201,92,2.0,0.333,,,1,0,2015,연체중,손실,130,844,300만원,24개월,0.25,남자,61세,기타,3750000.0,2910000.0,,,,,,,1,3750000.0,2910000.0,840000.0,840000.0,3000000.0,24.0,187500.0,157552.08333333334,-652500.0,0.22321428571428573,0.0,-682447.9166666666
B151229-1,4,4,0.25,0.0,0.75,32.0,128,92,2.0,0.5,,,1,0,2015,손실(상환완료),손실,198,78,150만원,12개월,0.25,남자,36세,기타,3000000.0,2580000.0,,,,,,,1,3000000.0,2580000.0,420000.0,420000.0,1500000.0,12.0,156250.0,141927.08333333334,-263750.0,0.37202380952380953,0.0,-278072.9166666666
B160106-2,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2016,연체중,손실,99,710,150만원,6개월,0.25,남자,30세,기타,1500000.0,970000.0,,,,,,,1,1500000.0,970000.0,530000.0,530000.0,1500000.0,6.0,281250.0,268229.1666666667,-248750.0,0.5306603773584906,0.0,-261770.8333333333
B160106-3,12,12,0.9167,0.5,0.0833,1.167,14,14,3.0,0.25,4.0,,1,0,2016,정상종료,완납,220,340,200만원,12개월,0.25,남자,57세,교수/교사,3600000.0,190000.0,,,,,,,1,3600000.0,190000.0,3410000.0,3410000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-3201666.6666666665,0.06109481915933528,0.0,-3220763.888888889
B160107-1,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2016,연체중,손실,282,306,150만원,6개월,0.25,남자,46세,사무직,4900000.0,2560000.0,,,,,,,1,4900000.0,2560000.0,2340000.0,2340000.0,1500000.0,6.0,281250.0,268229.1666666667,-2058750.0,0.1201923076923077,0.0,-2071770.8333333333
B160112-1,4,4,0.25,0.25,0.75,29.25,117,92,2.0,0.5,,,1,0,2016,연체중,손실,86,276,200만원,12개월,0.25,남자,58세,보험설계사,2000000.0,1700000.0,,,,,,,1,2000000.0,1700000.0,300000.0,300000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-91666.66666666669,0.6944444444444444,0.0,-110763.8888888889
B160115-2,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2016,연체중,손실,166,385,100만원,6개월,0.25,남자,33세,기술직,2000000.0,1560000.0,,,,,,,1,2000000.0,1560000.0,440000.0,440000.0,1000000.0,6.0,187500.0,178819.44444444444,-252500.0,0.42613636363636365,0.0,-261180.55555555556
B160117-2,9,9,0.8889,0.4444,0.1111,0.111,1,1,8.0,0.889,9.0,,1,0,2016,정상종료,완납,49,440,300만원,24개월,0.25,여자,53세,기타,3550000.0,1990000.0,,77.0,35.0,7.0,0.0,0.0,1,3550000.0,1990000.0,1560000.0,1560000.0,3000000.0,24.0,187500.0,157552.08333333334,-1372500.0,0.1201923076923077,0.0,-1402447.9166666667
B160118-2,6,6,0.6667,0.0,0.3333,15.5,93,92,3.0,0.5,4.0,6.0,1,0,2016,연체중,손실,376,422,100만원,12개월,0.25,남자,47세,사무직,4900000.0,4440000.0,,18.0,5.0,1.0,0.0,0.0,1,4900000.0,4440000.0,460000.0,460000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-355833.3333333334,0.22644927536231882,0.0,-365381.94444444444
B160119-3,2,2,0.5,0.5,0.5,3.5,7,7,1.0,0.5,2.0,,1,0,2016,정상종료,완납,551,476,100만원,12개월,0.25,남자,32세,기술직,1850000.0,1060000.0,,3.0,2.0,2.0,0.0,0.0,1,1850000.0,1060000.0,790000.0,790000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-685833.3333333334,0.13185654008438819,0.0,-695381.9444444445
B160120-7,24,24,0.875,0.0417,0.125,0.167,4,2,2.0,0.083,3.0,13.0,1,0,2016,정상종료,완납,218,998,500만원,24개월,0.25,여자,42세,생산직,4300000.0,4070000.0,,62.0,13.0,24.0,1.0,0.0,1,4300000.0,4070000.0,230000.0,230000.0,5000000.0,24.0,312500.0,262586.8055555556,82500.0,1.358695652173913,1.0,32586.80555555562
B160120-8,18,18,0.7778,0.5,0.2222,1.722,31,21,8.0,0.444,9.0,10.0,1,0,2016,정상종료,완납,211,299,500만원,18개월,0.25,남자,50세,기타,4700000.0,4020000.0,,100.0,82.0,21.0,0.0,0.0,1,4700000.0,4020000.0,680000.0,680000.0,5000000.0,18.0,381944.4444444445,332754.6296296296,-298055.5555555555,0.5616830065359478,0.0,-347245.3703703704
B160121-1,6,6,0.1667,0.0,0.8333,22.833,137,92,2.0,0.333,,,1,0,2016,연체중,손실,365,964,200만원,12개월,0.25,여자,48세,콜센터,2250000.0,1690000.0,,5.0,4.0,4.0,0.0,0.0,1,2250000.0,1690000.0,560000.0,560000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-351666.6666666667,0.3720238095238095,0.0,-370763.8888888889
B160123-2,2,2,0.5,0.5,0.5,45.5,91,91,2.0,1.0,,,1,0,2016,연체중,손실,161,311,150만원,12개월,0.25,여자,40세,영업직,2200000.0,1080000.0,,,,,,,1,2200000.0,1080000.0,1120000.0,1120000.0,1500000.0,12.0,156250.0,141927.08333333334,-963750.0,0.13950892857142858,0.0,-978072.9166666666
B160127-1,24,24,0.5,0.0417,0.5,3.042,73,24,7.0,0.292,8.0,9.0,1,0,2016,정상종료,완납,140,272,200만원,24개월,0.2,여자,36세,사무직,2800000.0,2010000.0,,15.0,2.0,12.0,0.0,0.0,1,2800000.0,2010000.0,790000.0,790000.0,2000000.0,24.0,116666.66666666666,100694.44444444444,-673333.3333333334,0.14767932489451477,0.0,-689305.5555555555
B160131-1,13,13,1.0,0.9231,0.0,0.0,0,0,,,,,0,0,2016,정상종료,완납,294,574,500만원,24개월,0.25,남자,46세,기타,4000000.0,2920000.0,,67.0,62.0,4.0,0.0,0.0,1,4000000.0,2920000.0,1080000.0,1080000.0,5000000.0,24.0,312500.0,262586.8055555556,-767500.0,0.28935185185185186,0.0,-817413.1944444444
B160201-2,12,12,0.5,0.0,0.5,1.0,12,5,4.0,0.333,5.0,7.0,1,0,2016,정상종료,완납,329,828,150만원,12개월,0.25,남자,42세,기타,2400000.0,1990000.0,,,,,,,1,2400000.0,1990000.0,410000.0,410000.0,1500000.0,12.0,156250.0,141927.08333333334,-253750.0,0.38109756097560976,0.0,-268072.9166666666
B160201-6,12,12,0.4167,0.0833,0.5833,4.917,59,17,4.0,0.333,5.0,7.0,1,0,2016,정상종료,완납,315,493,150만원,12개월,0.25,남자,50세,영업직,2200000.0,1640000.0,,,,,,,1,2200000.0,1640000.0,560000.0,560000.0,1500000.0,12.0,156250.0,141927.08333333334,-403750.0,0.27901785714285715,0.0,-418072.9166666666
B160202-2,12,11,0.5455,0.3636,0.4545,99.333,1192,1101,7.0,0.583,,,1,1,2016,연체중,손실,377,229,200만원,12개월,0.25,여자,37세,사무직,3680000.0,2770000.0,,15.0,5.0,8.0,1.0,0.0,1,3680000.0,2770000.0,910000.0,910000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-701666.6666666667,0.22893772893772893,0.0,-720763.8888888889
B160202-3,7,7,0.8571,0.2857,0.1429,1.857,13,13,6.0,0.857,7.0,,1,0,2016,정상종료,완납,207,501,150만원,12개월,0.25,남자,37세,기술직,2300000.0,1650000.0,,11.0,2.0,1.0,0.0,0.0,1,2300000.0,1650000.0,650000.0,650000.0,1500000.0,12.0,156250.0,141927.08333333334,-493750.0,0.2403846153846154,0.0,-508072.9166666666
B160204-1,12,12,0.0833,0.0,0.9167,4.5,54,10,2.0,0.167,,,1,0,2016,정상종료,완납,377,834,150만원,12개월,0.25,여자,54세,기타,2100000.0,1520000.0,,,,,,,1,2100000.0,1520000.0,580000.0,580000.0,1500000.0,12.0,156250.0,141927.08333333334,-423750.0,0.26939655172413796,0.0,-438072.9166666666
B160208-1,14,13,0.6923,0.0,0.3077,77.214,1081,1033,2.0,0.143,3.0,6.0,1,1,2016,연체중,손실,211,214,200만원,18개월,0.25,여자,44세,기타,5200000.0,4310000.0,,26.0,12.0,14.0,0.0,0.0,1,5200000.0,4310000.0,890000.0,890000.0,2000000.0,18.0,152777.77777777778,133101.85185185185,-737222.2222222222,0.17166042446941324,0.0,-756898.1481481481
B160212-1,9,9,0.4444,0.4444,0.5556,5.889,53,11,4.0,0.444,9.0,,1,0,2016,정상종료,완납,136,150,100만원,12개월,0.25,남자,47세,기술직,3500000.0,1350000.0,,,,,,,1,3500000.0,1350000.0,2150000.0,2150000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-2045833.3333333333,0.04844961240310077,0.0,-2055381.9444444445
B160215-2,14,14,0.9286,0.4286,0.0714,0.929,13,13,6.0,0.429,7.0,,1,0,2016,정상종료,완납,502,682,200만원,24개월,0.25,여자,38세,사무직,3950000.0,3660000.0,,28.0,16.0,1.0,0.0,0.0,1,3950000.0,3660000.0,290000.0,290000.0,2000000.0,24.0,125000.0,105034.72222222222,-165000.0,0.43103448275862066,0.0,-184965.27777777778
B160215-4,11,11,1.0,0.1818,0.0,0.0,0,0,,,,,0,0,2016,정상종료,완납,344,482,100만원,12개월,0.25,여자,38세,기타,2800000.0,2270000.0,,27.0,7.0,5.0,0.0,0.0,1,2800000.0,2270000.0,530000.0,530000.0,1000000.0,12.0,104166.66666666666,94618.05555555556,-425833.3333333334,0.19654088050314464,0.0,-435381.94444444444
B160216-4,1,1,0.0,0.0,1.0,91.0,91,91,1.0,1.0,,,1,0,2016,연체중,손실,99,260,150만원,12개월,0.25,여자,61세,생산직,3000000.0,2250000.0,,,,,,,1,3000000.0,2250000.0,750000.0,750000.0,1500000.0,12.0,156250.0,141927.08333333334,-593750.0,0.20833333333333334,0.0,-608072.9166666666
B160217-4,3,3,0.0,0.0,1.0,44.0,132,92,1.0,0.333,,,1,0,2016,연체중,손실,359,539,200만원,12개월,0.25,남자,49세,기타,5000000.0,2790000.0,,17.0,3.0,19.0,4.0,0.0,1,5000000.0,2790000.0,2210000.0,2210000.0,2000000.0,12.0,208333.3333333333,189236.1111111111,-2001666.6666666667,0.0942684766214178,0.0,-2020763.888888889
B160219-2,24,24,1.0,0.9583,0.0,0.0,0,0,,,,,0,0,2016,정상종료,완납,478,2056,300만원,24개월,0.25,여자,42세,기타,3550000.0,3020000.0,,90.0,71.0,15.0,1.0,0.0,1,3550000.0,3020000.0,530000.0,530000.0,3000000.0,24.0,187500.0,157552.08333333334,-342500.0,0.35377358490566035,0.0,-372447.9166666666
